date,MKT,SMB,HML,RMW,CMA
1965-01-31,0.034787825485664024,0.024692612590371414,0.003593535510130218,0.009356094924025029,-0.0002000200026670447
1965-02-28,0.004390348301292854,0.03188618886232173,0.0021975835434872013,0.002596625847265914,-0.0062192998139168326
1965-03-31,-0.013490590182499144,0.020586633608388312,0.01143437762566317,-0.002904213147389827,0.0064789660977090735
1965-04-30,0.030626193541760747,0.011335509663745679,0.00727348396649847,0.002895803112025468,-0.02296161163734704
1965-05-31,-0.007830579115188564,0.0004998750416509929,-0.01562138090295678,-0.004208844774054682,0.005882663158155512
1965-06-30,-0.05667617719355686,-0.04290750101127655,0.0022973590486834584,0.0023971245997214514,0.004290781417156246
1965-07-31,0.014297304700824394,0.010939940038334263,0.021663639636026355,-0.0142003494011414,-0.0008003201707691552
1965-08-31,0.02693400124008104,0.02732329564889041,-0.009848336054814406,0.020096701699122397,-0.008132983230188991
1965-09-30,0.028198654358678736,0.006975613736425138,-0.0014009809156281003,-0.008536331022286335,0.00727348396649847
1965-10-31,0.025667746748577813,0.033918218203460644,0.015381102038302391,0.011829751753577221,-0.007629027164491163
1965-11-30,-0.0002000200026670447,0.05088321031456982,0.0015987213636970735,-0.010858743334875945,-0.008738065943285299
1965-12-31,0.010049335853001438,0.02586265952572737,0.02127213527553977,-0.01308523954865548,-0.005515180688110111
1966-01-31,0.007174203748000453,0.047360571359837574,0.0321767316952212,-0.026857454169882642,-0.0026033858701149278
1966-02-28,-0.012173800931708762,0.04678816149875898,0.0037927982386962624,-0.0016012813669738792,-0.014606152389362114
1966-03-31,-0.025420377346911223,0.00209779808214612,-0.021530118550363214,0.012817503710614343,-0.0005001250416822429
1966-04-30,0.02107632560191631,0.03275756423817229,-0.003606495594111744,0.004191204618468052,-0.009242581366932545
1966-05-31,-0.05837091332632951,-0.05245186000242424,-0.016129381929883644,0.01626697246387194,-0.01491061273575424
1966-06-30,-0.014504686202881688,0.013113639145383204,0.004888034072775866,0.0007996801705642441,0.007868958378695197
1966-07-31,-0.016434306463424773,-0.0038072383429540663,0.009058844488346146,-0.0038072383429540663,0.017250353406527672
1966-08-31,-0.08272964759899602,-0.03200679613508645,0.004987541511038968,-0.006420567802922695,0.00767050630421974
1966-09-30,-0.010656580188528888,-0.010252376464351353,0.004788516731797094,-0.011971371781219958,0.023228126119207243
1966-10-31,0.03787365242808149,-0.06699486882427837,0.027031339051030518,-0.03988493369891492,0.041429809763139556
1966-11-30,0.013705647056111967,0.03285433687094728,-0.04740612239727035,0.04554681495597036,-0.067315707284867
1966-12-31,0.0012991557316201288,0.01862546412316482,-0.009545412843531385,0.001698556635581512,-0.0016012813669738792
1967-01-31,0.07834896641097631,0.08599419316686101,0.023325825303496757,0.012817503710614343,-0.031077955570861397
1967-02-28,0.00767050630421974,0.029655884907510675,-0.022859294146082558,0.01646372603066503,-0.009343515003152465
1967-03-31,0.03922071315328133,0.017545179215748864,0.0046889894861314695,0.008166562666393401,-0.015113637810048184
1967-04-30,0.03816246109434886,0.004290781417156246,-0.023166278031839585,0.030432207120201914,-0.037909573073220175
1967-05-31,-0.04416089578576978,0.02420468869681736,0.007968169649176881,-0.011971371781219958,0.01607018017749446
1967-06-30,0.023911820046312877,0.0622233431801319,0.007968169649176881,-0.008435478821101575,-0.025215249141063763
1967-07-31,0.04478214277189325,0.035174075007654085,0.027128667388252696,0.004489905272852001,0.0262523711440657
1967-08-31,-0.00904074465214907,0.00767050630421974,0.014198719399812928,0.002995508979798371,0.01340968690991774
1967-09-30,0.030626193541760747,0.024009452460351854,-0.025010163004167762,0.0021975835434872013,-0.009343515003152465
1967-10-31,-0.03128429003976644,0.005683816468297709,-0.033453376259219576,0.009653257028138346,-0.02778238101245161
1967-11-30,0.0036931718376176067,-0.0006001800720324606,-0.01724789340955339,0.013014937077494763,-0.023063939598551693
1967-12-31,0.030044121348376644,0.0543934838303317,-0.005414632701498842,-0.007427515828796584,-0.00030004500900199243
1968-01-31,-0.04113454335855504,0.0457378916738537,0.047360571359837574,-0.050136069493797175,0.06259914175651995
