,model,portfolio_return,portfolio_cvar
2000-01-31,RW-GAS-SKT,0.01833501306874297,0.0455633986391781
2000-02-29,RW-GAS-SKT,0.0706551187542015,-0.00013307740485370327
2000-03-31,RW-GAS-SKT,-0.05659682890569723,0.012841629062684745
2000-04-30,RW-GAS-SKT,0.00433809891504615,0.042414259070552116
2000-05-31,RW-GAS-SKT,0.012399597291738396,0.010959985737407262
2000-06-30,RW-GAS-SKT,-0.1124546895342807,0.09764732748273605
2000-07-31,RW-GAS-SKT,-0.04642280337398113,0.11816903302667044
2000-08-31,RW-GAS-SKT,-0.003196314950762974,0.027294554802951405
2000-09-30,RW-GAS-SKT,0.020604139120550265,0.02123923223713434
2000-10-31,RW-GAS-SKT,0.03191856611593983,0.01514137929915361
2000-11-30,RW-GAS-SKT,0.08072723211076023,0.050980863827556136
2000-12-31,RW-GAS-SKT,0.04656420504727838,0.0035935610433188198
2001-01-31,RW-GAS-SKT,-0.0021297412952880276,0.00410413302174253
2001-02-28,RW-GAS-SKT,-0.010821468508872101,0.0703899473218954
2001-03-31,RW-GAS-SKT,0.05888752994500417,0.007037433376589588
2001-04-30,RW-GAS-SKT,-0.047895764971801896,0.043061890730979255
2001-05-31,RW-GAS-SKT,0.011294539857618023,0.12273134999317038
2001-06-30,RW-GAS-SKT,0.022288724597821163,0.018999737914603177
2001-07-31,RW-GAS-SKT,0.039204658988747976,0.018232153311373216
2001-08-31,RW-GAS-SKT,0.026111175943641148,0.06975555000438166
2001-09-30,RW-GAS-SKT,0.011311703012583987,0.021088443667300973
2001-10-31,RW-GAS-SKT,-0.05115078274138268,0.08111786042905399
2001-11-30,RW-GAS-SKT,-0.011209361615797723,0.05438014826191116
2001-12-31,RW-GAS-SKT,0.01906737763399243,0.023617244648729132
2002-01-31,RW-GAS-SKT,0.02111265853529981,0.0181777623715112
2002-02-28,RW-GAS-SKT,0.032824533007164126,0.016949178389263745
2002-03-31,RW-GAS-SKT,0.014204861268684083,0.016917580083359918
2002-04-30,RW-GAS-SKT,0.023904127249632746,0.012103371832275785
2002-05-31,RW-GAS-SKT,0.00026811148797738736,0.020053266280143357
2002-06-30,RW-GAS-SKT,-0.009936313811752348,0.06151869471992827
2002-07-31,RW-GAS-SKT,0.021570540275592926,0.03594364109425409
2002-08-31,RW-GAS-SKT,0.00879233895582042,0.0573593259684835
2002-09-30,RW-GAS-SKT,0.006885345454942421,0.02670659538818414
2002-10-31,RW-GAS-SKT,-0.06632395077815503,0.018481193797898386
2002-11-30,RW-GAS-SKT,0.07072329569129726,0.008500822661795472
2002-12-31,RW-GAS-SKT,-0.04444716626005433,-0.005451308997549098
2003-01-31,RW-GAS-SKT,-0.006300624049326355,0.04131919791804793
2003-02-28,RW-GAS-SKT,-0.006857928120974879,0.06612823778156154
2003-03-31,RW-GAS-SKT,0.028056309175466105,0.06736885578775746
2003-04-30,RW-GAS-SKT,-0.017473679325321435,0.016770207043855442
2003-05-31,RW-GAS-SKT,0.03978286593356074,0.012876298656406939
2003-06-30,RW-GAS-SKT,0.00330663426341638,0.010662017403610639
2003-07-31,RW-GAS-SKT,0.007114553064413132,0.03097599962913357
2003-08-31,RW-GAS-SKT,0.023920495654980972,0.02287025275455548
2003-09-30,RW-GAS-SKT,-0.0006816443226163118,0.009577568278341043
2003-10-31,RW-GAS-SKT,-0.00030042242286385185,0.041543732252041034
2003-11-30,RW-GAS-SKT,0.01887978698708702,0.005105865195675106
2003-12-31,RW-GAS-SKT,0.007484659440396004,0.011262085396849962
2004-01-31,RW-GAS-SKT,0.01373228227610543,0.021626241168607438
2004-02-29,RW-GAS-SKT,-0.007509515184329155,0.007773855966745683
2004-03-31,RW-GAS-SKT,0.012257391225770967,0.029399440332847082
2004-04-30,RW-GAS-SKT,0.013854311339991104,0.024959121280850767
2004-05-31,RW-GAS-SKT,-0.004171889478504905,0.03183526979174419
