date,portfolio_return
2007-06-30,-0.0035773346773055
2007-07-31,-0.02308995216412944
2007-08-31,-0.006264811843046541
2007-09-30,-0.009940391959735562
2007-10-31,-0.0028767798086911604
2007-11-30,-0.01518794885853004
2007-12-31,-0.00277012973404346
2008-01-31,0.0017968827485516409
2008-02-29,-0.00882765549853902
2008-03-31,0.0026166054311572403
2008-04-30,0.003151908910519821
2008-05-31,0.00878354037405212
2008-06-30,-0.012055573127690102
2008-07-31,0.015150238685329942
2008-08-31,0.01745124376979632
2008-09-30,0.00025167977665639706
2008-10-31,-0.0396522639368675
2008-11-30,-0.023246444873716243
2008-12-31,0.00715717387853532
2009-01-31,-0.04678164214361247
2009-02-28,-0.03662701413205722
2009-03-31,0.0160037809425708
2009-04-30,0.04730437603847293
2009-05-31,0.0007792773433547406
2009-06-30,-0.0038515708848677393
2009-07-31,0.034572355015686465
2009-08-31,0.02171214112340812
2009-09-30,0.018617858097811982
2009-10-31,-0.018343499831130358
2009-11-30,0.0063930042459911
2009-12-31,0.01833880668949054
2010-01-31,-0.006511819280220521
2010-02-28,0.01812578122859
2010-03-31,0.022404996317934037
2010-04-30,0.024162450490825618
2010-05-31,-0.01921898454422106
2010-06-30,-0.029438173893351943
2010-07-31,0.016799065324536
2010-08-31,-0.02151036544381798
2010-09-30,0.019657221917059202
2010-10-31,0.00584946271535258
2010-11-30,0.010513263272869361
2010-12-31,0.02140372728568288
2011-01-31,0.0007927633812764207
2011-02-28,0.0104399696679332
2011-03-31,0.00554953752716254
2011-04-30,0.00021426008051287954
2011-05-31,-0.0068131738394151195
2011-06-30,-0.0021621875454648602
2011-07-31,-0.007017694977557221
2011-08-31,-0.01730189101748208
2011-09-30,-0.021691386822152214
2011-10-31,0.021983500036642303
2011-11-30,0.0045179591954255405
2011-12-31,0.01095890518433484
2012-01-31,0.004839132071356099
2012-02-29,0.00520057222360154
2012-03-31,0.007700264205272781
2012-04-30,-0.00033665561598364034
2012-05-31,-0.006121751539562882
2012-06-30,0.0092875191728359
2012-07-31,-0.002157459022314381
2012-08-31,0.0035894534171226605
2012-09-30,0.0102164658371208
2012-10-31,0.00385841550269192
2012-11-30,0.0029969468909378802
2012-12-31,0.01111512627105226
2013-01-31,0.01264509571253164
2013-02-28,0.00251523362529446
2013-03-31,0.01255321927832822
2013-04-30,0.0010796849434745997
2013-05-31,0.008901760202757241
2013-06-30,-0.00013883802991221996
2013-07-31,0.014037060822629082
2013-08-31,-0.014063516992658242
2013-09-30,0.006517796701405039
2013-10-31,0.0147711663633015
2013-11-30,0.010023024109195661
2013-12-31,0.0036376506786545406
2014-01-31,-0.020616025783049982
2014-02-28,0.007122629031313819
2014-03-31,0.015916261916162962
2014-04-30,0.002272948539784659
2014-05-31,-0.0020255461338735395
2014-06-30,0.0022053524319792404
2014-07-31,-0.0099745275004704
2014-08-31,0.00507215201373358
2014-09-30,-0.013175846133333599
2014-10-31,0.0084984324736784
2014-11-30,-0.002562816285571541
2014-12-31,0.009034235007256102
2015-01-31,-0.01533993092268896
2015-02-28,0.0032808603010466993
2015-03-31,0.002009715303426641
2015-04-30,-0.0024919481098054806
2015-05-31,-0.003076242672600621
2015-06-30,-0.0014384164274017807
2015-07-31,-0.019080283058166662
2015-08-31,-0.0025335805484813802
2015-09-30,-0.008414011099539242
2015-10-31,0.012930790527669902
2015-11-30,-0.0007344598681421404
2015-12-31,-0.01462417388528434
2016-01-31,-0.0032135046317129205
2016-02-29,0.01072433135062976
2016-03-31,0.01922894789413774
2016-04-30,0.008321485978902261
2016-05-31,-0.008339523038875061
2016-06-30,0.00441933480265648
2016-07-31,0.01038262422288794
2016-08-31,0.00605598527358022
2016-09-30,-0.0026156081940693597
2016-10-31,-0.0017418120301649618
2016-11-30,0.04566268356297428
2016-12-31,0.013111728360191421
2017-01-31,-0.007809626678919561
2017-02-28,-0.0034343856501439403
2017-03-31,-0.0055923345847351405
2017-04-30,-0.0008534055232225007
2017-05-31,-0.01310994360178358
2017-06-30,0.00501733822822684
2017-07-31,-0.00184850922533374
