,model,MKT,SMB,HML,RMW,CMA
2000-01-31,RW-DCC-SKT,0.3132380416590986,0.9867619583409014,-0.13252483200480283,-3.184901520725986e-17,-0.16747516799519677
2000-02-29,RW-DCC-SKT,0.07161418931156432,0.2441857812255119,-0.19272882254015783,-0.05985604381066038,0.936784895813742
2000-03-31,RW-DCC-SKT,0.2654395609753337,0.24458088823307836,-0.2999999999999996,8.541849255987542e-17,0.7899795507915871
2000-04-30,RW-DCC-SKT,0.5942024231965619,-0.05267660889037137,0.6250514600452238,0.08074611675821312,-0.24732339110962734
2000-05-31,RW-DCC-SKT,-0.028033286406198576,-0.04551951753707503,-0.21551509781082193,0.03452224498961613,1.2545456567781395
2000-06-30,RW-DCC-SKT,-0.3,0.09218785094176851,0.34307545795979627,0.8647366910984352,1.8441365646001065e-17
2000-07-31,RW-DCC-SKT,0.5001687803100484,0.7998312196899416,-0.29999999999999627,-4.678793086216299e-18,1.378060245097137e-16
2000-08-31,RW-DCC-SKT,0.114707199528279,0.1995953953057687,0.2627949676871664,0.23759646738358833,0.18530597009519764
2000-09-30,RW-DCC-SKT,0.37949564401801744,-0.04607147554654176,-0.04249214551729147,-0.21143637894889505,0.9205043559689813
2000-10-31,RW-DCC-SKT,-0.028196603313719624,0.10691818419370008,-0.11529817313784764,0.20092267605457495,0.8356539162032922
2000-11-30,RW-DCC-SKT,0.0986348204799642,-0.0436340437578442,-0.2563659562421558,0.4354823805885456,0.7658827989314902
2000-12-31,RW-DCC-SKT,-0.18473092349693598,0.22214835295518912,-0.11526907576443855,0.017196559249552622,1.0606550870566724
2001-01-31,RW-DCC-SKT,0.2527491371023267,0.2804175355188295,0.06486047483174004,0.02687679040982098,0.37509606213728264
2001-02-28,RW-DCC-SKT,0.09404740895087357,1.107325155986959,0.09862743506216581,-9.320874389521689e-16,-0.2999999999999982
2001-03-31,RW-DCC-SKT,-0.3000000000000003,0.5514359337310206,1.4894758447517725e-16,0.08611135141653435,0.6624527148524454
2001-04-30,RW-DCC-SKT,-0.30000000000000365,0.7505558567057851,0.059701518594055245,0.34647738562605496,0.14326523942118558
2001-05-31,RW-DCC-SKT,0.8037156671194782,-0.03233879717396387,0.07158604651350021,-0.26766120282603606,0.42469828636702167
2001-06-30,RW-DCC-SKT,0.2163260538703985,0.33965360214302664,0.15487907702734593,0.16461190798061626,0.12452935897861302
2001-07-31,RW-DCC-SKT,-0.002988809325540189,0.4484165407588085,-0.047858191001694896,0.8515834592411914,-0.24915299967276475
2001-08-31,RW-DCC-SKT,0.08182896736991382,0.008506955067932002,0.24107499784614483,0.6961784146098172,-0.027589334893807868
2001-09-30,RW-DCC-SKT,0.0938000310377838,0.2807982545974456,-0.30000000000000154,0.1586664664255892,0.7667352479391812
2001-10-31,RW-DCC-SKT,-0.3,9.059042801452785e-17,3.4805249908343075e-16,1.0428514867144651,0.2571485132855372
2001-11-30,RW-DCC-SKT,0.12295688650519063,0.8459351016332413,-0.30000000000000027,0.3311080118615682,4.557825745166141e-17
2001-12-31,RW-DCC-SKT,0.44330969054055896,0.03376723155936321,0.8229230779000778,-0.29999999999999954,-1.5992380926748767e-16
2002-01-31,RW-DCC-SKT,0.13090981582570535,0.4234019384042093,0.2645272926277566,0.25423731012602674,-0.0730763569836977
2002-02-28,RW-DCC-SKT,0.0874106740239279,0.2694576583471161,0.018392691829730398,0.6292464271311589,-0.004507451331933254
2002-03-31,RW-DCC-SKT,0.24497485638081665,0.19255241864407796,-0.3000000000002842,0.27232619039807504,0.590146537834011
2002-04-30,RW-DCC-SKT,0.29114760540301615,0.21391516645814096,0.2667204824231583,-0.17813028599200478,0.4063470317076892
2002-05-31,RW-DCC-SKT,-0.09337415656183412,0.44446799900704215,0.13629671662017395,0.2012229307078198,0.31138651022679836
2002-06-30,RW-DCC-SKT,0.24473218850555378,-0.30000000000000004,-4.261811571372891e-18,0.381804590904621,0.6734632205898253
2002-07-31,RW-DCC-SKT,-0.26378196512079705,0.6029694011008669,-0.036218034879202596,0.6970305988991333,2.238424546325902e-17
2002-08-31,RW-DCC-SKT,-0.035556608888910914,4.909306681729413e-13,-0.26444339111098486,1.299999999998867,5.636473034243663e-13
2002-09-30,RW-DCC-SKT,0.13381471523508023,0.0567177552502366,0.8621421380631649,0.2473253914515171,-0.2999999999999985
2002-10-31,RW-DCC-SKT,-0.1529827395272618,0.48905299324015156,0.01597239356220396,0.7949746131974652,-0.1470172604725438
2002-11-30,RW-DCC-SKT,0.4298593400445119,-0.10043742419962293,-0.19956257580036493,-8.437551335245854e-16,0.8701406599554811
2003-01-31,RW-DCC-SKT,-0.013894314179132011,0.3292393822385589,0.7587661445276428,0.2119944732337985,-0.28610568582086787
2003-02-28,RW-DCC-SKT,-0.2529166748372866,0.6836596555479144,3.609151580809952e-10,-0.04708331258692229,0.6163403225849305
2003-03-31,RW-DCC-SKT,-6.627200765154699e-16,0.0112689170338811,-0.2999999999999991,1.2887310829661187,-7.579081241709838e-17
2003-04-30,RW-DCC-SKT,0.2060005404160921,0.23388888469061905,-0.2999999999924138,0.7073879167391485,0.1527226581457296
2003-05-31,RW-DCC-SKT,0.17635643976618856,0.08756453703686036,0.7513325545481851,-0.12319840493923237,0.10794487358799842
2003-06-30,RW-DCC-SKT,0.2765015987249464,0.17763853341921262,-0.1129452630298333,-0.011970716047737175,0.6707758469334116
2003-07-31,RW-DCC-SKT,0.21711729538608437,0.35003257461707016,0.01851870452835444,0.4920357002941815,-0.07770427482569052
2003-08-31,RW-DCC-SKT,0.1985289866856957,0.41434109387341006,-0.2999999999999991,-2.1790706578556338e-16,0.6871299194408935
2003-09-30,RW-DCC-SKT,0.05165252589495143,0.11072523974123855,1.06635539672485,-0.29999999966188373,0.07126683730084342
2003-10-31,RW-DCC-SKT,-0.0686609020886314,0.4509761762577971,-0.23133909791136853,0.6840418655963595,0.16498195814584338
2003-11-30,RW-DCC-SKT,0.1353738624127169,0.1323613151178245,0.540254709376771,-0.09106867176080173,0.2830787848534893
2003-12-31,RW-DCC-SKT,0.07666733862861913,0.1543181815469335,0.27183124484590926,0.07120788619884622,0.4259753487796919
2004-01-31,RW-DCC-SKT,0.31883815077534916,-0.2914584328782679,0.43788610729771554,0.21916586399416435,0.3155683108110388
2004-02-29,RW-DCC-SKT,0.02739552788260332,0.1580784263859504,0.627890907155083,-0.2999999999999933,0.4866351385763644
2004-03-31,RW-DCC-SKT,0.1843015489885287,0.0839663856903056,0.6705128228466821,0.36121924247545173,-0.30000000000021654
2004-04-30,RW-DCC-SKT,0.002102108953399007,0.5576368588996536,0.36458097676203816,0.37568005538490934,-0.3000000000000002
2004-05-31,RW-DCC-SKT,0.3319142756097946,0.04245383968382914,-0.30000000000000476,0.9256318847063777,-2.887844930772904e-16
2004-06-30,RW-DCC-SKT,0.7461767601396121,-0.26065206612137937,3.793046078572919e-17,-0.03934793550030074,0.5538232398604073
