date,MKT,SMB,HML,RMW,CMA
2000-01-31,0.5113335399575006,0.15748161553583576,-3.398315242625566e-16,-0.29999999999999827,0.6311848445066626
2000-02-29,0.4708025890339424,2.455493456948645e-16,7.307586170023344e-17,-0.2999999999999998,0.8291974109660571
2000-03-31,0.3400223880251491,-0.03778535394872161,-0.18845959860505837,-0.07375504744621994,0.9599776119748509
2000-04-30,0.5411795192561676,-0.15388766980067917,-0.061773347906825406,-0.08433898229249602,0.7588204807438359
2000-05-31,0.44322157521412736,0.04934718322178297,0.34223553898384396,0.4651957025802458,-0.3
2000-06-30,0.13195489321598822,0.2455557153765364,-0.00168712944497805,0.7364517636492025,-0.11227524279674905
2000-07-31,0.24555353852469539,0.5822057710562457,-0.3,0.47224069041905903,-1.5636228206314384e-18
2000-08-31,1.0718953751248115,0.12309922168044382,0.10500540319474475,-0.30000000000000004,-1.3904892862126594e-17
2000-09-30,0.5643731627349249,-0.29999999999999993,1.4575615901409912e-16,-8.871696034599454e-17,0.7356268372650749
2000-10-31,0.27533832389667773,0.4758761652074374,0.548785510895885,-0.03730570516670333,-0.26269429483329665
2000-11-30,0.5436254550813917,4.697009450761909e-18,0.7563745449186083,-0.1709801725273397,-0.1290198274726602
2000-12-31,0.13044242437176584,0.6494681660260692,0.5200894096021649,-0.06161231704017732,-0.23838768295982266
2001-01-31,0.4162913110456933,0.24399000797444842,0.6397186809798584,-0.19808111289733388,-0.1019188871026662
2001-02-28,0.3803654261062614,0.18283544425960116,-0.04419631860459666,0.08444835467306624,0.3965470935656679
2001-03-31,0.4557946252176046,0.16657740711273755,0.6776279676696578,-0.2317689222278551,-0.06823107777214481
2001-04-30,0.3643239610876182,0.3668603815469259,0.500621815996257,-0.126390696510749,-0.10541546212005232
2001-05-31,0.40251087335247726,0.317960166396218,0.5795289602513046,-4.0576266305270003e-17,-0.29999999999999977
2001-06-30,0.22210194880704812,0.512517340254083,0.5365031844430626,0.028877526495805942,-0.2999999999999997
2001-07-31,0.10129379180427008,0.4375606622618672,-0.29999999999999993,0.5064631980623546,0.2546823478715079
2001-08-31,0.31854303454775595,2.4067085943515337e-16,0.9814569654522431,-0.15600517053036012,-0.14399482946963957
2001-09-30,0.27982116247573563,0.1284628687775117,0.8917159687467527,-0.2464946125349895,-0.05350538746501055
2001-10-31,0.20978812446546255,-0.13405936702168245,0.5335309723895749,-0.16594063297831724,0.5566809031449622
2001-11-30,0.014183926053033716,0.5942763158168164,-0.30000000000000004,0.6915397581301506,0.0
2001-12-31,0.14182233553458018,0.5112263949301354,0.24339955976851646,0.40355170976676746,-0.29999999999999977
2002-01-31,0.39773078401665124,0.167491472073485,-0.3,0.6181057327032916,0.11667201120657221
2002-02-28,0.08447582769850538,0.1971541993895866,1.0183699729119078,-0.1295316597030828,-0.17046834029691693
2002-03-31,0.24237822233295483,-0.1133212243286072,0.9543967270014921,-0.18667877567139404,0.10322505066555668
2002-04-30,0.25282891170367366,0.47388429425356904,-0.3,0.20964143622212497,0.36364535782063245
2002-05-31,0.21809499224847578,0.1976387025984407,0.4829485661230452,-0.21790374459404965,0.319221483624088
2002-06-30,0.4123828042001899,0.020566066530182007,-0.29999999999999977,0.0,0.8670511292696278
2002-07-31,0.1319909710352478,0.07891076782704111,1.0890982611377105,-0.29145670082404423,-0.008543299175955317
2002-08-31,2.2416021805971287e-16,-0.18034673679696414,-0.11965326320303528,0.0,1.3000000000000003
2002-09-30,-0.018856343790052583,-0.10776723448721395,1.2999999999999998,1.9128487882442092e-16,-0.17337642172273346
2002-10-31,-0.006285444829296156,0.5852488808825927,0.5588689329988882,0.15588218611851873,-0.2937145551707037
2002-11-30,0.49929188367539107,-0.2999999999999997,1.304655202502645e-16,0.8007081163246086,4.8415132715634926e-17
2002-12-31,0.22990582589128386,0.2960268651913321,-0.3000000000000001,0.0909901476952072,0.6830771612221767
2003-01-31,-0.09386805501711944,2.79253815858857e-16,1.299999999999988,1.092064633622963e-14,-0.20613194498288023
2003-02-28,-0.11266634765877502,-0.18733365234122498,0.48783877108921586,7.471171151984078e-17,0.8121612289107841
2003-03-31,0.23828501628850818,0.032667201316267866,-0.3000000000000412,0.5079507990722724,0.5210969833229504
2003-04-30,-0.3,0.0,2.9059292391000527e-16,1.2999999999999998,-6.288372600415926e-18
