date,return
2000-01-31,0.0489885036433577
2000-02-29,0.18619977200648619
2000-03-31,0.0729943454004338
2000-04-30,0.00868026538772277
2000-05-31,-0.016551248363375466
2000-06-30,0.013402602468589268
2000-07-31,0.019029289191689103
2000-08-31,0.04892076832572834
2000-09-30,-0.014845312628195884
2000-10-31,0.0077488768813863615
2000-11-30,-0.109419318114358
2000-12-31,0.057677452738997964
2001-01-31,-0.01506010683893828
2001-02-28,-0.02172289004240098
2001-03-31,-0.0482887895469739
2001-04-30,0.031366457218255886
2001-05-31,0.005033924769291647
2001-06-30,-0.028342843924481633
2001-07-31,-0.009130076538080793
2001-08-31,-0.009423148611710301
2001-09-30,-0.0416689256575531
2001-10-31,-0.0030358986945152946
2001-11-30,0.0386016638676767
2001-12-31,0.002665679002041489
2002-01-31,0.004001289846881775
2002-02-28,0.021041431671319888
2002-03-31,0.02327101215657873
2002-04-30,0.011147584149618753
2002-05-31,0.007421515152002124
2002-06-30,-0.025850013257644477
2002-07-31,-0.04119005612706957
2002-08-31,0.032361952176778994
2002-09-30,-0.07814547375629959
2002-10-31,0.04675071905583843
2002-11-30,0.007491251876523858
2002-12-31,-0.0289089337451785
2003-01-31,-0.017282822838445823
2003-02-28,-0.019213265704969062
2003-03-31,-0.015504829283236944
2003-04-30,0.02879139165370229
2003-05-31,0.02368492021415021
2003-06-30,0.009848209848438469
2003-07-31,-0.021425447311248697
2003-08-31,0.009813114087429662
2003-09-30,-0.0027356742518470263
2003-10-31,0.03886938447821207
2003-11-30,0.013166951298200277
2003-12-31,0.027077295154345874
2004-01-31,-0.0052037558041887755
2004-02-29,-0.0011926333645960229
2004-03-31,-0.000881922344120599
2004-04-30,0.0006921819591730154
2004-05-31,0.002020695667730063
2004-06-30,0.010309421944438048
2004-07-31,-0.020980597090283125
2004-08-31,-0.007721771801656461
2004-09-30,0.001820715040936586
2004-10-31,0.006100119035264022
2004-11-30,0.020129501048553558
2004-12-31,0.01882461944454542
2005-01-31,-0.025311957379662783
2005-02-28,0.00520909547679155
2005-03-31,-0.015633335186469734
2005-04-30,-0.022094304940019523
2005-05-31,0.01755201601848823
2005-06-30,-0.008845754692429594
2005-07-31,0.0028371404993015443
2005-08-31,0.006991461330945652
2005-09-30,0.0005937650816221123
2005-10-31,-0.017920566490220724
2005-11-30,0.04381598646951405
2005-12-31,-0.000335064499107652
2006-01-31,0.007673654237248688
2006-02-28,0.009106121875780467
2006-03-31,0.017146461899009632
2006-04-30,0.02641518439453078
2006-05-31,0.015838648533454375
2006-06-30,0.002512950878914943
2006-07-31,0.013193330649697542
2006-08-31,-0.021770219278733623
2006-09-30,0.019141857861370667
2006-10-31,0.01591966309306914
2006-11-30,0.004396760214834932
2006-12-31,0.012104560318266037
2007-01-31,0.005291727627861724
